collection1,,,,,
Number,Name,NameLink,Type1,Egg1,Egg1num
238,Smoochum,http://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),Ice,Undiscovered,15
239,Elekid,http://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),Electric,Undiscovered,15
240,Magby,http://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),Fire,Undiscovered,15
241,Miltank,http://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),Normal,Field,5
242,Blissey,http://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),Normal,Fairy,6
243,Raikou,http://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),Electric,Undiscovered,15
244,Entei,http://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),Fire,Undiscovered,15
245,Suicune,http://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),Water,Undiscovered,15
246,Larvitar,http://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),Rock,Monster,1
247,Pupitar,http://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),Rock,Monster,1
248,Tyranitar,http://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),Rock,Monster,1
249,Lugia,http://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),Psychic,Undiscovered,15
250,Ho-Oh,http://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),Fire,Undiscovered,15
251,Celebi,http://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),Psychic,Undiscovered,15
252,Treecko,http://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),Grass,Monster,1
253,Grovyle,http://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),Grass,Monster,1
254,Sceptile,http://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),Grass,Monster,1
255,Torchic,http://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon),Fire,Field,5
256,Combusken,http://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon),Fire,Field,5
257,Blaziken,http://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),Fire,Field,5
258,Mudkip,http://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon),Water,Monster,1
259,Marshtomp,http://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),Water,Monster,1
260,Swampert,http://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),Water,Monster,1
261,Poochyena,http://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon),Dark,Field,5
262,Mightyena,http://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),Dark,Field,5
263,Zigzagoon,http://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),Normal,Field,5
264,Linoone,http://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),Normal,Field,5
265,Wurmple,http://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon),Bug,Bug,3
266,Silcoon,http://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon),Bug,Bug,3
267,Beautifly,http://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),Bug,Bug,3
268,Cascoon,http://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon),Bug,Bug,3
269,Dustox,http://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),Bug,Bug,3
270,Lotad,http://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),Water,Water 1,2
271,Lombre,http://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),Water,Water 1,2
272,Ludicolo,http://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),Water,Water 1,2
273,Seedot,http://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon),Grass,Field,5
274,Nuzleaf,http://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon),Grass,Field,5
275,Shiftry,http://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon),Grass,Field,5
276,Taillow,http://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),Normal,Flying,4
277,Swellow,http://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),Normal,Flying,4
278,Wingull,http://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon),Water,Water 1,2
279,Pelipper,http://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon),Water,Water 1,2
280,Ralts,http://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon),Psychic,Amorphous,11
281,Kirlia,http://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),Psychic,Amorphous,11
282,Gardevoir,http://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),Psychic,Amorphous,11
283,Surskit,http://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),Bug,Water 1,2
284,Masquerain,http://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),Bug,Water 1,2
285,Shroomish,http://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon),Grass,Fairy,6
286,Breloom,http://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon),Grass,Fairy,6
287,Slakoth,http://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),Normal,Field,5
288,Vigoroth,http://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon),Normal,Field,5
289,Slaking,http://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),Normal,Field,5
290,Nincada,http://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon),Bug,Bug,3
291,Ninjask,http://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon),Bug,Bug,3
292,Shedinja,http://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon),Bug,Mineral,10
293,Whismur,http://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon),Normal,Monster,1
294,Loudred,http://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),Normal,Monster,1
295,Exploud,http://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),Normal,Monster,1
296,Makuhita,http://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),Fighting,Human-Like,8
297,Hariyama,http://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon),Fighting,Human-Like,8
298,Azurill,http://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),Normal,Undiscovered,15
299,Nosepass,http://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon),Rock,Mineral,10
300,Skitty,http://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),Normal,Field,5
301,Delcatty,http://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),Normal,Field,5
302,Sableye,http://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),Dark,Human-Like,8
303,Mawile,http://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),Steel,Field,5
304,Aron,http://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),Steel,Monster,1
305,Lairon,http://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),Steel,Monster,1
306,Aggron,http://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),Steel,Monster,1
307,Meditite,http://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),Fighting,Human-Like,8
308,Medicham,http://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),Fighting,Human-Like,8
309,Electrike,http://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),Electric,Field,5
310,Manectric,http://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),Electric,Field,5
311,Plusle,http://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon),Electric,Fairy,6
312,Minun,http://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),Electric,Fairy,6
313,Volbeat,http://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon),Bug,Bug,3
314,Illumise,http://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon),Bug,Bug,3
315,Roselia,http://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon),Grass,Fairy,6
316,Gulpin,http://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon),Poison,Amorphous,11
317,Swalot,http://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),Poison,Amorphous,11
318,Carvanha,http://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon),Water,Water 2,12
319,Sharpedo,http://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),Water,Water 2,12
320,Wailmer,http://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pok%C3%A9mon),Water,Field,5
321,Wailord,http://bulbapedia.bulbagarden.net/wiki/Wailord_(Pok%C3%A9mon),Water,Field,5
322,Numel,http://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon),Fire,Field,5
323,Camerupt,http://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon),Fire,Field,5
324,Torkoal,http://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pok%C3%A9mon),Fire,Field,5
325,Spoink,http://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon),Psychic,Field,5
326,Grumpig,http://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pok%C3%A9mon),Psychic,Field,5
327,Spinda,http://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon),Normal,Field,5
328,Trapinch,http://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pok%C3%A9mon),Ground,Bug,3
329,Vibrava,http://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pok%C3%A9mon),Ground,Bug,3
330,Flygon,http://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon),Ground,Bug,3
331,Cacnea,http://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pok%C3%A9mon),Grass,Grass,7
332,Cacturne,http://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pok%C3%A9mon),Grass,Grass,7
333,Swablu,http://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon),Normal,Flying,4
334,Altaria,http://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon),Dragon,Flying,4
335,Zangoose,http://bulbapedia.bulbagarden.net/wiki/Zangoose_(Pok%C3%A9mon),Normal,Field,5
336,Seviper,http://bulbapedia.bulbagarden.net/wiki/Seviper_(Pok%C3%A9mon),Poison,Field,5
337,Lunatone,http://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon),Rock,Mineral,10
338,Solrock,http://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon),Rock,Mineral,10
339,Barboach,http://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon),Water,Water 2,12
340,Whiscash,http://bulbapedia.bulbagarden.net/wiki/Whiscash_(Pok%C3%A9mon),Water,Water 2,12
341,Corphish,http://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon),Water,Water 1,2
342,Crawdaunt,http://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon),Water,Water 1,2
343,Baltoy,http://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon),Ground,Mineral,10
344,Claydol,http://bulbapedia.bulbagarden.net/wiki/Claydol_(Pok%C3%A9mon),Ground,Mineral,10
345,Lileep,http://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon),Rock,Water 3,9
346,Cradily,http://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon),Rock,Water 3,9
347,Anorith,http://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon),Rock,Water 3,9
348,Armaldo,http://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon),Rock,Water 3,9
349,Feebas,http://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon),Water,Water 1,2
350,Milotic,http://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),Water,Water 1,2
351,Castform,http://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Normal,Fairy,6
351,Castform,http://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Fire,Fairy,6
351,Castform,http://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Water,Fairy,6
351,Castform,http://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Ice,Fairy,6
352,Kecleon,http://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon),Normal,Field,5
353,Shuppet,http://bulbapedia.bulbagarden.net/wiki/Shuppet_(Pok%C3%A9mon),Ghost,Amorphous,11
354,Banette,http://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),Ghost,Amorphous,11
355,Duskull,http://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon),Ghost,Amorphous,11
356,Dusclops,http://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon),Ghost,Amorphous,11
357,Tropius,http://bulbapedia.bulbagarden.net/wiki/Tropius_(Pok%C3%A9mon),Grass,Monster,1
358,Chimecho,http://bulbapedia.bulbagarden.net/wiki/Chimecho_(Pok%C3%A9mon),Psychic,Amorphous,11
359,Absol,http://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon),Dark,Field,5
360,Wynaut,http://bulbapedia.bulbagarden.net/wiki/Wynaut_(Pok%C3%A9mon),Psychic,Undiscovered,15
361,Snorunt,http://bulbapedia.bulbagarden.net/wiki/Snorunt_(Pok%C3%A9mon),Ice,Fairy,6
362,Glalie,http://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon),Ice,Fairy,6
363,Spheal,http://bulbapedia.bulbagarden.net/wiki/Spheal_(Pok%C3%A9mon),Ice,Water 1,2
364,Sealeo,http://bulbapedia.bulbagarden.net/wiki/Sealeo_(Pok%C3%A9mon),Ice,Water 1,2
365,Walrein,http://bulbapedia.bulbagarden.net/wiki/Walrein_(Pok%C3%A9mon),Ice,Water 1,2
366,Clamperl,http://bulbapedia.bulbagarden.net/wiki/Clamperl_(Pok%C3%A9mon),Water,Water 1,2
367,Huntail,http://bulbapedia.bulbagarden.net/wiki/Huntail_(Pok%C3%A9mon),Water,Water 1,2
368,Gorebyss,http://bulbapedia.bulbagarden.net/wiki/Gorebyss_(Pok%C3%A9mon),Water,Water 1,2
369,Relicanth,http://bulbapedia.bulbagarden.net/wiki/Relicanth_(Pok%C3%A9mon),Water,Water 1,2
370,Luvdisc,http://bulbapedia.bulbagarden.net/wiki/Luvdisc_(Pok%C3%A9mon),Water,Water 2,12
371,Bagon,http://bulbapedia.bulbagarden.net/wiki/Bagon_(Pok%C3%A9mon),Dragon,Dragon,14
372,Shelgon,http://bulbapedia.bulbagarden.net/wiki/Shelgon_(Pok%C3%A9mon),Dragon,Dragon,14
373,Salamence,http://bulbapedia.bulbagarden.net/wiki/Salamence_(Pok%C3%A9mon),Dragon,Dragon,14
374,Beldum,http://bulbapedia.bulbagarden.net/wiki/Beldum_(Pok%C3%A9mon),Steel,Mineral,10
375,Metang,http://bulbapedia.bulbagarden.net/wiki/Metang_(Pok%C3%A9mon),Steel,Mineral,10
376,Metagross,http://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),Steel,Mineral,10
377,Regirock,http://bulbapedia.bulbagarden.net/wiki/Regirock_(Pok%C3%A9mon),Rock,Undiscovered,15
378,Regice,http://bulbapedia.bulbagarden.net/wiki/Regice_(Pok%C3%A9mon),Ice,Undiscovered,15
379,Registeel,http://bulbapedia.bulbagarden.net/wiki/Registeel_(Pok%C3%A9mon),Steel,Undiscovered,15
380,Latias,http://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),Dragon,Undiscovered,15
381,Latios,http://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),Dragon,Undiscovered,15
382,Kyogre,http://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),Water,Undiscovered,15
383,Groudon,http://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon),Ground,Undiscovered,15
384,Rayquaza,http://bulbapedia.bulbagarden.net/wiki/Rayquaza_(Pok%C3%A9mon),Dragon,Undiscovered,15
385,Jirachi,http://bulbapedia.bulbagarden.net/wiki/Jirachi_(Pok%C3%A9mon),Steel,Undiscovered,15
386,Deoxys,http://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Psychic,Undiscovered,15
386,Deoxys,http://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Psychic,Undiscovered,15
386,Deoxys,http://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Psychic,Undiscovered,15
386,Deoxys,http://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Psychic,Undiscovered,15
387,Turtwig,http://bulbapedia.bulbagarden.net/wiki/Turtwig_(Pok%C3%A9mon),Grass,Monster,1
388,Grotle,http://bulbapedia.bulbagarden.net/wiki/Grotle_(Pok%C3%A9mon),Grass,Monster,1
389,Torterra,http://bulbapedia.bulbagarden.net/wiki/Torterra_(Pok%C3%A9mon),Grass,Monster,1
390,Chimchar,http://bulbapedia.bulbagarden.net/wiki/Chimchar_(Pok%C3%A9mon),Fire,Field,5
391,Monferno,http://bulbapedia.bulbagarden.net/wiki/Monferno_(Pok%C3%A9mon),Fire,Field,5
392,Infernape,http://bulbapedia.bulbagarden.net/wiki/Infernape_(Pok%C3%A9mon),Fire,Field,5
393,Piplup,http://bulbapedia.bulbagarden.net/wiki/Piplup_(Pok%C3%A9mon),Water,Water 1,2
394,Prinplup,http://bulbapedia.bulbagarden.net/wiki/Prinplup_(Pok%C3%A9mon),Water,Water 1,2
395,Empoleon,http://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pok%C3%A9mon),Water,Water 1,2
396,Starly,http://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),Normal,Flying,4
397,Staravia,http://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),Normal,Flying,4
398,Staraptor,http://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),Normal,Flying,4
399,Bidoof,http://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pok%C3%A9mon),Normal,Water 1,2
400,Bibarel,http://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pok%C3%A9mon),Normal,Water 1,2
401,Kricketot,http://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),Bug,Bug,3
402,Kricketune,http://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),Bug,Bug,3
403,Shinx,http://bulbapedia.bulbagarden.net/wiki/Shinx_(Pok%C3%A9mon),Electric,Field,5
404,Luxio,http://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),Electric,Field,5
405,Luxray,http://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),Electric,Field,5
406,Budew,http://bulbapedia.bulbagarden.net/wiki/Budew_(Pok%C3%A9mon),Grass,Undiscovered,15
407,Roserade,http://bulbapedia.bulbagarden.net/wiki/Roserade_(Pok%C3%A9mon),Grass,Fairy,6
408,Cranidos,http://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pok%C3%A9mon),Rock,Monster,1
409,Rampardos,http://bulbapedia.bulbagarden.net/wiki/Rampardos_(Pok%C3%A9mon),Rock,Monster,1
410,Shieldon,http://bulbapedia.bulbagarden.net/wiki/Shieldon_(Pok%C3%A9mon),Rock,Monster,1
411,Bastiodon,http://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pok%C3%A9mon),Rock,Monster,1
412,Burmy,http://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Bug,Bug,3
412,Burmy,http://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Bug,Bug,3
412,Burmy,http://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Bug,Bug,3
413,Wormadam,http://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Bug,Bug,3
413,Wormadam,http://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Bug,Bug,3
413,Wormadam,http://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Bug,Bug,3
414,Mothim,http://bulbapedia.bulbagarden.net/wiki/Mothim_(Pok%C3%A9mon),Bug,Bug,3
415,Combee,http://bulbapedia.bulbagarden.net/wiki/Combee_(Pok%C3%A9mon),Bug,Bug,3
416,Vespiquen,http://bulbapedia.bulbagarden.net/wiki/Vespiquen_(Pok%C3%A9mon),Bug,Bug,3
417,Pachirisu,http://bulbapedia.bulbagarden.net/wiki/Pachirisu_(Pok%C3%A9mon),Electric,Field,5
418,Buizel,http://bulbapedia.bulbagarden.net/wiki/Buizel_(Pok%C3%A9mon),Water,Water 1,2
419,Floatzel,http://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),Water,Water 1,2
420,Cherubi,http://bulbapedia.bulbagarden.net/wiki/Cherubi_(Pok%C3%A9mon),Grass,Fairy,6
421,Cherrim,http://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pok%C3%A9mon),Grass,Fairy,6
422,Shellos,http://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),Water,Water 1,2
422,Shellos,http://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),Water,Water 1,2
423,Gastrodon,http://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),Water,Water 1,2
423,Gastrodon,http://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),Water,Water 1,2
424,Ambipom,http://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon),Normal,Field,5
425,Drifloon,http://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pok%C3%A9mon),Ghost,Amorphous,11
426,Drifblim,http://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pok%C3%A9mon),Ghost,Amorphous,11
427,Buneary,http://bulbapedia.bulbagarden.net/wiki/Buneary_(Pok%C3%A9mon),Normal,Field,5
428,Lopunny,http://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),Normal,Field,5
429,Mismagius,http://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pok%C3%A9mon),Ghost,Amorphous,11
430,Honchkrow,http://bulbapedia.bulbagarden.net/wiki/Honchkrow_(Pok%C3%A9mon),Dark,Flying,4
431,Glameow,http://bulbapedia.bulbagarden.net/wiki/Glameow_(Pok%C3%A9mon),Normal,Field,5
432,Purugly,http://bulbapedia.bulbagarden.net/wiki/Purugly_(Pok%C3%A9mon),Normal,Field,5
433,Chingling,http://bulbapedia.bulbagarden.net/wiki/Chingling_(Pok%C3%A9mon),Psychic,Undiscovered,15
434,Stunky,http://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),Poison,Field,5
435,Skuntank,http://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),Poison,Field,5
436,Bronzor,http://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pok%C3%A9mon),Steel,Mineral,10
437,Bronzong,http://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon),Steel,Mineral,10
438,Bonsly,http://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon),Rock,Undiscovered,15
439,Mime Jr.,http://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),Psychic,Undiscovered,15
440,Happiny,http://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon),Normal,Undiscovered,15
441,Chatot,http://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon),Normal,Flying,4
442,Spiritomb,http://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),Ghost,Amorphous,11
443,Gible,http://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),Dragon,Monster,1
444,Gabite,http://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),Dragon,Monster,1
445,Garchomp,http://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),Dragon,Monster,1
446,Munchlax,http://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),Normal,Undiscovered,15
447,Riolu,http://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),Fighting,Undiscovered,15
448,Lucario,http://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),Fighting,Field,5
449,Hippopotas,http://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),Ground,Field,5
450,Hippowdon,http://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),Ground,Field,5
451,Skorupi,http://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),Poison,Bug,3
452,Drapion,http://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),Poison,Bug,3
453,Croagunk,http://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),Poison,Human-Like,8
454,Toxicroak,http://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),Poison,Human-Like,8
455,Carnivine,http://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),Grass,Grass,7
456,Finneon,http://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),Water,Water 2,12
457,Lumineon,http://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),Water,Water 2,12
458,Mantyke,http://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),Water,Undiscovered,15
459,Snover,http://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),Grass,Monster,1
460,Abomasnow,http://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),Grass,Monster,1
461,Weavile,http://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),Dark,Field,5
462,Magnezone,http://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),Electric,Mineral,10
