collection1,,,,
Number,Name,NameLink,Egg1,Egg1Link
158,Totodile,http://bulbapedia.bulbagarden.net/wiki/Totodile_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
159,Croconaw,http://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
160,Feraligatr,http://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
161,Sentret,http://bulbapedia.bulbagarden.net/wiki/Sentret_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
162,Furret,http://bulbapedia.bulbagarden.net/wiki/Furret_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
163,Hoothoot,http://bulbapedia.bulbagarden.net/wiki/Hoothoot_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
164,Noctowl,http://bulbapedia.bulbagarden.net/wiki/Noctowl_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
165,Ledyba,http://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
166,Ledian,http://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
167,Spinarak,http://bulbapedia.bulbagarden.net/wiki/Spinarak_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
168,Ariados,http://bulbapedia.bulbagarden.net/wiki/Ariados_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
169,Crobat,http://bulbapedia.bulbagarden.net/wiki/Crobat_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
170,Chinchou,http://bulbapedia.bulbagarden.net/wiki/Chinchou_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
171,Lanturn,http://bulbapedia.bulbagarden.net/wiki/Lanturn_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
172,Pichu,http://bulbapedia.bulbagarden.net/wiki/Pichu_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
173,Cleffa,http://bulbapedia.bulbagarden.net/wiki/Cleffa_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
174,Igglybuff,http://bulbapedia.bulbagarden.net/wiki/Igglybuff_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
175,Togepi,http://bulbapedia.bulbagarden.net/wiki/Togepi_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
176,Togetic,http://bulbapedia.bulbagarden.net/wiki/Togetic_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
177,Natu,http://bulbapedia.bulbagarden.net/wiki/Natu_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
178,Xatu,http://bulbapedia.bulbagarden.net/wiki/Xatu_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
179,Mareep,http://bulbapedia.bulbagarden.net/wiki/Mareep_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
180,Flaaffy,http://bulbapedia.bulbagarden.net/wiki/Flaaffy_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
181,Ampharos,http://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
182,Bellossom,http://bulbapedia.bulbagarden.net/wiki/Bellossom_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
183,Marill,http://bulbapedia.bulbagarden.net/wiki/Marill_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
184,Azumarill,http://bulbapedia.bulbagarden.net/wiki/Azumarill_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
185,Sudowoodo,http://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
186,Politoed,http://bulbapedia.bulbagarden.net/wiki/Politoed_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
187,Hoppip,http://bulbapedia.bulbagarden.net/wiki/Hoppip_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
188,Skiploom,http://bulbapedia.bulbagarden.net/wiki/Skiploom_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
189,Jumpluff,http://bulbapedia.bulbagarden.net/wiki/Jumpluff_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
190,Aipom,http://bulbapedia.bulbagarden.net/wiki/Aipom_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
191,Sunkern,http://bulbapedia.bulbagarden.net/wiki/Sunkern_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
192,Sunflora,http://bulbapedia.bulbagarden.net/wiki/Sunflora_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
193,Yanma,http://bulbapedia.bulbagarden.net/wiki/Yanma_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
194,Wooper,http://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
195,Quagsire,http://bulbapedia.bulbagarden.net/wiki/Quagsire_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
196,Espeon,http://bulbapedia.bulbagarden.net/wiki/Espeon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
197,Umbreon,http://bulbapedia.bulbagarden.net/wiki/Umbreon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
198,Murkrow,http://bulbapedia.bulbagarden.net/wiki/Murkrow_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
199,Slowking,http://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
200,Misdreavus,http://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
201,Unown,http://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
202,Wobbuffet,http://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
203,Girafarig,http://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
204,Pineco,http://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
205,Forretress,http://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
206,Dunsparce,http://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
207,Gligar,http://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
208,Steelix,http://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
209,Snubbull,http://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
210,Granbull,http://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
211,Qwilfish,http://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
212,Scizor,http://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
213,Shuckle,http://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
214,Heracross,http://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
215,Sneasel,http://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
216,Teddiursa,http://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
217,Ursaring,http://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
218,Slugma,http://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
219,Magcargo,http://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
220,Swinub,http://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
221,Piloswine,http://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
222,Corsola,http://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
223,Remoraid,http://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
224,Octillery,http://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
225,Delibird,http://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
226,Mantine,http://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
227,Skarmory,http://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
228,Houndour,http://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
229,Houndoom,http://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
230,Kingdra,http://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
231,Phanpy,http://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
232,Donphan,http://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
233,Porygon2,http://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
234,Stantler,http://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
235,Smeargle,http://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
236,Tyrogue,http://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
237,Hitmontop,http://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
238,Smoochum,http://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
239,Elekid,http://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
240,Magby,http://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
241,Miltank,http://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
242,Blissey,http://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
243,Raikou,http://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
244,Entei,http://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
245,Suicune,http://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
246,Larvitar,http://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
247,Pupitar,http://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
248,Tyranitar,http://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
249,Lugia,http://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
250,Ho-Oh,http://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
251,Celebi,http://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
252,Treecko,http://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
253,Grovyle,http://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
254,Sceptile,http://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
255,Torchic,http://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
256,Combusken,http://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
257,Blaziken,http://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
258,Mudkip,http://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
259,Marshtomp,http://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
260,Swampert,http://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
261,Poochyena,http://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
262,Mightyena,http://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
263,Zigzagoon,http://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
264,Linoone,http://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
265,Wurmple,http://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
266,Silcoon,http://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
267,Beautifly,http://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
268,Cascoon,http://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
269,Dustox,http://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
270,Lotad,http://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
271,Lombre,http://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
272,Ludicolo,http://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
273,Seedot,http://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
274,Nuzleaf,http://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
275,Shiftry,http://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
276,Taillow,http://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
277,Swellow,http://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
278,Wingull,http://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
279,Pelipper,http://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
280,Ralts,http://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
281,Kirlia,http://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
282,Gardevoir,http://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
283,Surskit,http://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
284,Masquerain,http://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
285,Shroomish,http://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
286,Breloom,http://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
287,Slakoth,http://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
288,Vigoroth,http://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
289,Slaking,http://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
290,Nincada,http://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
291,Ninjask,http://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
292,Shedinja,http://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
293,Whismur,http://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
294,Loudred,http://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
295,Exploud,http://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
296,Makuhita,http://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
297,Hariyama,http://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
298,Azurill,http://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
299,Nosepass,http://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
300,Skitty,http://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
301,Delcatty,http://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
302,Sableye,http://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
303,Mawile,http://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
304,Aron,http://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
305,Lairon,http://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
306,Aggron,http://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
307,Meditite,http://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
308,Medicham,http://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
309,Electrike,http://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
310,Manectric,http://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
311,Plusle,http://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
312,Minun,http://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
313,Volbeat,http://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
314,Illumise,http://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
315,Roselia,http://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
